order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extracted_date,data_source
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,2025-11-24 02:06:42,mysql_database
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,2025-11-24 02:06:42,mysql_database
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,2025-11-24 02:06:42,mysql_database
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,2025-11-24 02:06:42,mysql_database
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,2025-11-24 02:06:42,mysql_database
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,2025-11-24 02:06:42,mysql_database
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,2025-11-24 02:06:42,mysql_database
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,2025-11-24 02:06:42,mysql_database
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,2025-11-24 02:06:42,mysql_database
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,2025-11-24 02:06:42,mysql_database
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,2025-11-24 02:06:42,mysql_database
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,2025-11-24 02:06:42,mysql_database
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,2025-11-24 02:06:42,mysql_database
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,2025-11-24 02:06:42,mysql_database
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,2025-11-24 02:06:42,mysql_database
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,2025-11-24 02:06:42,mysql_database
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,2025-11-24 02:06:42,mysql_database
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,2025-11-24 02:06:42,mysql_database
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7,2025-11-24 02:06:42,mysql_database
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3,2025-11-24 02:06:42,mysql_database
576,1272,4,2016-11-27,2016-11-30,2016-11-28,1,3,2025-11-24 02:06:42,mysql_database
577,445,4,2016-11-27,2016-11-30,2016-11-29,2,6,2025-11-24 02:06:42,mysql_database
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7,2025-11-24 02:06:42,mysql_database
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,2025-11-24 02:06:42,mysql_database
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,2025-11-24 02:06:42,mysql_database
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3,2025-11-24 02:06:42,mysql_database
582,32,3,2016-12-04,2016-12-04,,1,2,2025-11-24 02:06:42,mysql_database
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7,2025-11-24 02:06:42,mysql_database
584,1209,4,2016-12-04,2016-12-05,2016-12-05,2,7,2025-11-24 02:06:42,mysql_database
585,1219,4,2016-12-04,2016-12-05,2016-12-05,2,7,2025-11-24 02:06:42,mysql_database
586,1306,4,2016-12-04,2016-12-06,2016-12-05,2,6,2025-11-24 02:06:42,mysql_database
587,487,4,2016-12-06,2016-12-08,2016-12-08,1,2,2025-11-24 02:06:42,mysql_database
588,102,4,2016-12-06,2016-12-07,2016-12-07,2,7,2025-11-24 02:06:42,mysql_database
589,719,4,2016-12-06,2016-12-07,2016-12-07,2,7,2025-11-24 02:06:42,mysql_database
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,2025-11-24 02:06:42,mysql_database
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,2025-11-24 02:06:42,mysql_database
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,2025-11-24 02:06:42,mysql_database
593,50,4,2016-12-07,2016-12-10,2016-12-08,3,8,2025-11-24 02:06:42,mysql_database
594,1318,4,2016-12-07,2016-12-08,2016-12-08,3,8,2025-11-24 02:06:42,mysql_database
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2,2025-11-24 02:06:42,mysql_database
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3,2025-11-24 02:06:42,mysql_database
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6,2025-11-24 02:06:42,mysql_database
598,40,3,2016-12-09,2016-12-09,,1,3,2025-11-24 02:06:42,mysql_database
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6,2025-11-24 02:06:42,mysql_database
600,624,4,2016-12-09,2016-12-12,2016-12-11,2,7,2025-11-24 02:06:42,mysql_database
601,683,4,2016-12-09,2016-12-10,2016-12-10,2,6,2025-11-24 02:06:42,mysql_database
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6,2025-11-24 02:06:42,mysql_database
603,1032,4,2016-12-09,2016-12-10,2016-12-10,2,7,2025-11-24 02:06:42,mysql_database
604,96,4,2016-12-10,2016-12-13,2016-12-12,2,7,2025-11-24 02:06:42,mysql_database
605,1208,4,2016-12-10,2016-12-11,2016-12-12,2,6,2025-11-24 02:06:42,mysql_database
606,18,4,2016-12-11,2016-12-12,2016-12-13,2,7,2025-11-24 02:06:42,mysql_database
607,309,4,2016-12-11,2016-12-14,2016-12-13,2,6,2025-11-24 02:06:42,mysql_database
608,1103,4,2016-12-12,2016-12-15,2016-12-14,1,3,2025-11-24 02:06:42,mysql_database
609,896,4,2016-12-12,2016-12-13,2016-12-14,2,7,2025-11-24 02:06:42,mysql_database
610,711,4,2016-12-13,2016-12-15,2016-12-14,2,6,2025-11-24 02:06:42,mysql_database
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7,2025-11-24 02:06:42,mysql_database
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,2025-11-24 02:06:42,mysql_database
613,1159,4,2016-12-17,2016-12-19,2016-12-19,2,7,2025-11-24 02:06:42,mysql_database
614,654,4,2016-12-18,2016-12-21,2016-12-21,1,2,2025-11-24 02:06:42,mysql_database
615,560,4,2016-12-19,2016-12-22,2016-12-21,3,9,2025-11-24 02:06:42,mysql_database
616,1444,4,2016-12-20,2016-12-23,2016-12-23,2,6,2025-11-24 02:06:42,mysql_database
617,118,4,2016-12-21,2016-12-23,2016-12-23,2,7,2025-11-24 02:06:42,mysql_database
618,131,4,2016-12-21,2016-12-22,2016-12-22,2,6,2025-11-24 02:06:42,mysql_database
619,454,4,2016-12-22,2016-12-25,2016-12-25,2,7,2025-11-24 02:06:42,mysql_database
620,466,4,2016-12-22,2016-12-24,2016-12-24,2,6,2025-11-24 02:06:42,mysql_database
621,1157,4,2016-12-23,2016-12-25,2016-12-24,2,6,2025-11-24 02:06:42,mysql_database
622,1398,4,2016-12-23,2016-12-26,2016-12-25,2,7,2025-11-24 02:06:42,mysql_database
623,678,4,2016-12-24,2016-12-26,2016-12-27,2,6,2025-11-24 02:06:42,mysql_database
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6,2025-11-24 02:06:42,mysql_database
625,1163,4,2016-12-25,2016-12-28,2016-12-26,1,2,2025-11-24 02:06:42,mysql_database
626,130,4,2016-12-25,2016-12-28,2016-12-27,2,7,2025-11-24 02:06:42,mysql_database
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6,2025-11-24 02:06:42,mysql_database
628,561,4,2016-12-26,2016-12-29,2016-12-27,1,3,2025-11-24 02:06:42,mysql_database
629,973,4,2016-12-26,2016-12-27,2016-12-29,1,2,2025-11-24 02:06:42,mysql_database
630,1404,4,2016-12-26,2016-12-27,2016-12-28,2,6,2025-11-24 02:06:42,mysql_database
631,855,4,2016-12-27,2016-12-29,2016-12-29,1,3,2025-11-24 02:06:42,mysql_database
632,163,4,2016-12-27,2016-12-29,2016-12-29,2,7,2025-11-24 02:06:42,mysql_database
633,1040,4,2016-12-28,2016-12-31,2016-12-30,3,8,2025-11-24 02:06:42,mysql_database
634,27,4,2016-12-29,2017-01-01,2016-12-30,2,6,2025-11-24 02:06:42,mysql_database
635,520,4,2016-12-30,2017-01-02,2016-12-31,2,6,2025-11-24 02:06:42,mysql_database
636,532,4,2017-01-03,2017-01-04,2017-01-05,1,2,2025-11-24 02:06:42,mysql_database
637,512,4,2017-01-03,2017-01-05,2017-01-05,2,6,2025-11-24 02:06:42,mysql_database
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7,2025-11-24 02:06:42,mysql_database
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6,2025-11-24 02:06:42,mysql_database
640,1093,4,2017-01-06,2017-01-08,2017-01-07,2,6,2025-11-24 02:06:42,mysql_database
641,673,4,2017-01-07,2017-01-10,2017-01-08,1,3,2025-11-24 02:06:42,mysql_database
642,847,4,2017-01-07,2017-01-09,2017-01-10,2,7,2025-11-24 02:06:42,mysql_database
643,901,4,2017-01-08,2017-01-09,2017-01-11,1,3,2025-11-24 02:06:42,mysql_database
644,439,4,2017-01-08,2017-01-11,2017-01-10,2,6,2025-11-24 02:06:42,mysql_database
645,1199,4,2017-01-08,2017-01-11,2017-01-10,2,6,2025-11-24 02:06:42,mysql_database
646,975,4,2017-01-09,2017-01-12,2017-01-11,1,2,2025-11-24 02:06:42,mysql_database
647,283,4,2017-01-09,2017-01-10,2017-01-11,2,7,2025-11-24 02:06:42,mysql_database
648,684,4,2017-01-09,2017-01-11,2017-01-11,2,6,2025-11-24 02:06:42,mysql_database
649,1153,4,2017-01-10,2017-01-11,2017-01-13,1,3,2025-11-24 02:06:42,mysql_database
650,729,4,2017-01-11,2017-01-14,2017-01-12,1,2,2025-11-24 02:06:42,mysql_database
651,190,4,2017-01-11,2017-01-13,2017-01-13,2,7,2025-11-24 02:06:42,mysql_database
652,985,4,2017-01-12,2017-01-15,2017-01-13,3,9,2025-11-24 02:06:42,mysql_database
653,1249,4,2017-01-14,2017-01-17,2017-01-15,1,2,2025-11-24 02:06:42,mysql_database
654,1129,4,2017-01-14,2017-01-15,2017-01-17,2,7,2025-11-24 02:06:42,mysql_database
655,347,4,2017-01-16,2017-01-17,2017-01-18,1,3,2025-11-24 02:06:42,mysql_database
656,949,4,2017-01-16,2017-01-17,2017-01-18,2,7,2025-11-24 02:06:42,mysql_database
657,349,4,2017-01-17,2017-01-19,2017-01-20,1,2,2025-11-24 02:06:42,mysql_database
658,1051,4,2017-01-17,2017-01-18,2017-01-18,2,7,2025-11-24 02:06:42,mysql_database
659,1391,4,2017-01-17,2017-01-19,2017-01-18,2,7,2025-11-24 02:06:42,mysql_database
660,383,4,2017-01-18,2017-01-19,2017-01-19,2,7,2025-11-24 02:06:42,mysql_database
661,626,4,2017-01-18,2017-01-19,2017-01-20,2,6,2025-11-24 02:06:42,mysql_database
662,1125,4,2017-01-19,2017-01-20,2017-01-20,1,3,2025-11-24 02:06:42,mysql_database
663,344,4,2017-01-20,2017-01-22,2017-01-23,1,3,2025-11-24 02:06:42,mysql_database
664,681,4,2017-01-20,2017-01-23,2017-01-22,2,7,2025-11-24 02:06:42,mysql_database
665,29,4,2017-01-21,2017-01-22,2017-01-23,2,6,2025-11-24 02:06:42,mysql_database
666,770,4,2017-01-21,2017-01-22,2017-01-24,2,7,2025-11-24 02:06:42,mysql_database
667,858,4,2017-01-22,2017-01-24,2017-01-25,2,7,2025-11-24 02:06:42,mysql_database
668,297,4,2017-01-22,2017-01-23,2017-01-24,3,8,2025-11-24 02:06:42,mysql_database
669,745,4,2017-01-23,2017-01-24,2017-01-26,2,7,2025-11-24 02:06:42,mysql_database
670,361,4,2017-01-24,2017-01-25,2017-01-25,2,6,2025-11-24 02:06:42,mysql_database
671,922,4,2017-01-25,2017-01-28,2017-01-26,2,7,2025-11-24 02:06:42,mysql_database
672,908,4,2017-01-26,2017-01-29,2017-01-29,2,6,2025-11-24 02:06:42,mysql_database
673,64,4,2017-01-26,2017-01-28,2017-01-27,3,9,2025-11-24 02:06:42,mysql_database
674,733,4,2017-01-27,2017-01-28,2017-01-29,2,6,2025-11-24 02:06:42,mysql_database
675,291,4,2017-01-28,2017-01-31,2017-01-30,2,7,2025-11-24 02:06:42,mysql_database
676,790,4,2017-01-28,2017-01-30,2017-01-31,2,7,2025-11-24 02:06:42,mysql_database
677,809,4,2017-01-28,2017-01-31,2017-01-30,2,7,2025-11-24 02:06:42,mysql_database
678,250,4,2017-01-28,2017-01-29,2017-01-31,3,9,2025-11-24 02:06:42,mysql_database
679,81,4,2017-01-29,2017-01-30,2017-01-30,1,3,2025-11-24 02:06:42,mysql_database
680,245,4,2017-01-29,2017-02-01,2017-01-30,1,3,2025-11-24 02:06:42,mysql_database
681,499,4,2017-01-29,2017-02-01,2017-01-31,2,7,2025-11-24 02:06:42,mysql_database
682,614,4,2017-01-29,2017-01-30,2017-01-30,2,6,2025-11-24 02:06:42,mysql_database
683,741,4,2017-01-29,2017-01-31,2017-02-01,2,6,2025-11-24 02:06:42,mysql_database
684,762,4,2017-01-31,2017-02-01,2017-02-02,2,6,2025-11-24 02:06:42,mysql_database
685,976,4,2017-01-31,2017-02-03,2017-02-02,2,7,2025-11-24 02:06:42,mysql_database
686,380,4,2017-02-01,2017-02-03,2017-02-04,2,7,2025-11-24 02:06:42,mysql_database
687,530,4,2017-02-02,2017-02-05,2017-02-04,1,3,2025-11-24 02:06:42,mysql_database
688,343,4,2017-02-02,2017-02-03,2017-02-05,2,7,2025-11-24 02:06:42,mysql_database
689,884,4,2017-02-02,2017-02-03,2017-02-05,2,7,2025-11-24 02:06:42,mysql_database
690,1097,4,2017-02-03,2017-02-04,2017-02-06,1,2,2025-11-24 02:06:42,mysql_database
691,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,2025-11-24 02:06:42,mysql_database
692,2,3,2017-02-05,2017-02-05,,1,3,2025-11-24 02:06:42,mysql_database
693,1233,4,2017-02-05,2017-02-07,2017-02-06,1,3,2025-11-24 02:06:42,mysql_database
694,58,4,2017-02-05,2017-02-06,2017-02-08,2,7,2025-11-24 02:06:42,mysql_database
695,606,4,2017-02-05,2017-02-08,2017-02-07,2,7,2025-11-24 02:06:42,mysql_database
696,1242,4,2017-02-05,2017-02-08,2017-02-08,2,7,2025-11-24 02:06:42,mysql_database
697,562,4,2017-02-06,2017-02-08,2017-02-09,1,2,2025-11-24 02:06:42,mysql_database
698,543,4,2017-02-06,2017-02-08,2017-02-09,3,8,2025-11-24 02:06:42,mysql_database
699,958,4,2017-02-06,2017-02-08,2017-02-09,3,9,2025-11-24 02:06:42,mysql_database
700,4,4,2017-02-07,2017-02-10,2017-02-08,2,6,2025-11-24 02:06:42,mysql_database
701,850,4,2017-02-07,2017-02-08,2017-02-09,3,9,2025-11-24 02:06:42,mysql_database
702,1352,4,2017-02-08,2017-02-09,2017-02-11,1,3,2025-11-24 02:06:42,mysql_database
703,417,4,2017-02-08,2017-02-09,2017-02-09,2,7,2025-11-24 02:06:42,mysql_database
704,1137,4,2017-02-08,2017-02-09,2017-02-11,2,6,2025-11-24 02:06:42,mysql_database
705,1196,4,2017-02-08,2017-02-11,2017-02-11,2,7,2025-11-24 02:06:42,mysql_database
706,1271,4,2017-02-09,2017-02-12,2017-02-10,1,2,2025-11-24 02:06:42,mysql_database
707,79,4,2017-02-09,2017-02-11,2017-02-11,2,7,2025-11-24 02:06:42,mysql_database
708,660,4,2017-02-10,2017-02-12,2017-02-11,1,2,2025-11-24 02:06:42,mysql_database
709,1162,4,2017-02-11,2017-02-13,2017-02-12,2,6,2025-11-24 02:06:42,mysql_database
710,295,4,2017-02-13,2017-02-15,2017-02-16,2,6,2025-11-24 02:06:42,mysql_database
711,1246,4,2017-02-13,2017-02-16,2017-02-14,2,6,2025-11-24 02:06:42,mysql_database
712,173,4,2017-02-13,2017-02-14,2017-02-16,3,9,2025-11-24 02:06:42,mysql_database
713,207,4,2017-02-13,2017-02-14,2017-02-15,3,8,2025-11-24 02:06:42,mysql_database
714,805,4,2017-02-14,2017-02-17,2017-02-15,2,7,2025-11-24 02:06:42,mysql_database
715,12,3,2017-02-15,2017-02-15,,2,6,2025-11-24 02:06:42,mysql_database
716,672,4,2017-02-15,2017-02-17,2017-02-18,2,6,2025-11-24 02:06:42,mysql_database
717,1312,4,2017-02-15,2017-02-18,2017-02-17,2,6,2025-11-24 02:06:42,mysql_database
718,38,4,2017-02-16,2017-02-17,2017-02-17,2,7,2025-11-24 02:06:42,mysql_database
719,200,4,2017-02-16,2017-02-19,2017-02-18,2,6,2025-11-24 02:06:42,mysql_database
720,382,4,2017-02-16,2017-02-19,2017-02-19,2,6,2025-11-24 02:06:42,mysql_database
721,625,4,2017-02-16,2017-02-19,2017-02-17,2,7,2025-11-24 02:06:42,mysql_database
722,1399,4,2017-02-18,2017-02-20,2017-02-21,2,7,2025-11-24 02:06:42,mysql_database
723,845,4,2017-02-19,2017-02-21,2017-02-22,2,6,2025-11-24 02:06:42,mysql_database
724,864,4,2017-02-19,2017-02-22,2017-02-21,2,6,2025-11-24 02:06:42,mysql_database
725,870,4,2017-02-19,2017-02-22,2017-02-22,2,7,2025-11-24 02:06:42,mysql_database
726,969,4,2017-02-19,2017-02-22,2017-02-20,2,6,2025-11-24 02:06:42,mysql_database
727,962,4,2017-02-19,2017-02-22,2017-02-21,3,9,2025-11-24 02:06:42,mysql_database
728,1138,4,2017-02-20,2017-02-21,2017-02-23,1,3,2025-11-24 02:06:42,mysql_database
729,897,4,2017-02-20,2017-02-22,2017-02-21,2,7,2025-11-24 02:06:42,mysql_database
730,500,4,2017-02-21,2017-02-24,2017-02-22,2,6,2025-11-24 02:06:42,mysql_database
731,910,4,2017-02-25,2017-02-27,2017-02-27,3,9,2025-11-24 02:06:42,mysql_database
732,147,4,2017-02-26,2017-02-27,2017-03-01,2,7,2025-11-24 02:06:42,mysql_database
733,832,4,2017-02-26,2017-03-01,2017-02-27,2,7,2025-11-24 02:06:42,mysql_database
734,939,4,2017-02-26,2017-02-28,2017-03-01,3,9,2025-11-24 02:06:42,mysql_database
735,20,3,2017-02-27,2017-02-27,,3,9,2025-11-24 02:06:42,mysql_database
736,184,4,2017-02-27,2017-02-28,2017-02-28,2,7,2025-11-24 02:06:42,mysql_database
737,694,4,2017-02-27,2017-03-01,2017-02-28,2,6,2025-11-24 02:06:42,mysql_database
738,124,4,2017-02-28,2017-03-01,2017-03-03,1,2,2025-11-24 02:06:42,mysql_database
739,49,4,2017-02-28,2017-03-01,2017-03-02,2,6,2025-11-24 02:06:42,mysql_database
740,1113,4,2017-02-28,2017-03-01,2017-03-02,2,6,2025-11-24 02:06:42,mysql_database
741,119,4,2017-02-28,2017-03-01,2017-03-01,3,8,2025-11-24 02:06:42,mysql_database
742,433,4,2017-02-28,2017-03-01,2017-03-01,3,9,2025-11-24 02:06:42,mysql_database
743,137,4,2017-03-01,2017-03-04,2017-03-04,2,6,2025-11-24 02:06:42,mysql_database
744,166,4,2017-03-01,2017-03-02,2017-03-02,2,7,2025-11-24 02:06:42,mysql_database
745,698,4,2017-03-01,2017-03-03,2017-03-03,2,7,2025-11-24 02:06:42,mysql_database
746,391,4,2017-03-02,2017-03-04,2017-03-05,1,3,2025-11-24 02:06:42,mysql_database
747,87,4,2017-03-03,2017-03-04,2017-03-05,1,3,2025-11-24 02:06:42,mysql_database
748,1072,4,2017-03-03,2017-03-05,2017-03-04,3,8,2025-11-24 02:06:42,mysql_database
749,255,4,2017-03-04,2017-03-07,2017-03-05,2,7,2025-11-24 02:06:42,mysql_database
750,232,4,2017-03-04,2017-03-07,2017-03-05,3,8,2025-11-24 02:06:42,mysql_database
751,731,4,2017-03-05,2017-03-08,2017-03-07,1,3,2025-11-24 02:06:42,mysql_database
752,335,4,2017-03-05,2017-03-06,2017-03-07,2,6,2025-11-24 02:06:42,mysql_database
753,1201,4,2017-03-05,2017-03-08,2017-03-08,2,7,2025-11-24 02:06:42,mysql_database
754,646,4,2017-03-06,2017-03-07,2017-03-08,1,2,2025-11-24 02:06:42,mysql_database
755,531,4,2017-03-06,2017-03-07,2017-03-07,2,6,2025-11-24 02:06:42,mysql_database
756,1143,4,2017-03-06,2017-03-07,2017-03-09,2,6,2025-11-24 02:06:42,mysql_database
757,1336,4,2017-03-06,2017-03-08,2017-03-09,2,7,2025-11-24 02:06:42,mysql_database
758,953,4,2017-03-06,2017-03-08,2017-03-07,3,9,2025-11-24 02:06:42,mysql_database
759,284,4,2017-03-07,2017-03-09,2017-03-08,2,7,2025-11-24 02:06:42,mysql_database
760,1104,4,2017-03-07,2017-03-10,2017-03-10,2,6,2025-11-24 02:06:42,mysql_database
761,1291,4,2017-03-07,2017-03-08,2017-03-10,2,7,2025-11-24 02:06:42,mysql_database
762,572,4,2017-03-08,2017-03-09,2017-03-09,2,6,2025-11-24 02:06:42,mysql_database
763,842,4,2017-03-08,2017-03-10,2017-03-09,3,9,2025-11-24 02:06:42,mysql_database
764,701,4,2017-03-09,2017-03-10,2017-03-12,1,2,2025-11-24 02:06:42,mysql_database
765,1152,4,2017-03-09,2017-03-11,2017-03-12,1,2,2025-11-24 02:06:42,mysql_database
766,141,4,2017-03-09,2017-03-11,2017-03-12,2,6,2025-11-24 02:06:42,mysql_database
767,564,4,2017-03-09,2017-03-10,2017-03-11,2,7,2025-11-24 02:06:42,mysql_database
768,841,4,2017-03-09,2017-03-12,2017-03-10,2,7,2025-11-24 02:06:42,mysql_database
769,946,4,2017-03-09,2017-03-11,2017-03-11,2,6,2025-11-24 02:06:42,mysql_database
770,135,4,2017-03-09,2017-03-11,2017-03-11,3,9,2025-11-24 02:06:42,mysql_database
771,671,4,2017-03-11,2017-03-14,2017-03-12,1,3,2025-11-24 02:06:42,mysql_database
772,448,4,2017-03-11,2017-03-12,2017-03-13,2,7,2025-11-24 02:06:42,mysql_database
773,1385,4,2017-03-11,2017-03-12,2017-03-12,2,6,2025-11-24 02:06:42,mysql_database
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,2025-11-24 02:06:42,mysql_database
775,968,4,2017-03-12,2017-03-13,2017-03-13,2,6,2025-11-24 02:06:42,mysql_database
776,490,4,2017-03-13,2017-03-15,2017-03-16,2,6,2025-11-24 02:06:42,mysql_database
777,496,4,2017-03-13,2017-03-16,2017-03-16,2,6,2025-11-24 02:06:42,mysql_database
778,56,3,2017-03-15,2017-03-15,,3,9,2025-11-24 02:06:42,mysql_database
779,367,4,2017-03-15,2017-03-16,2017-03-18,2,6,2025-11-24 02:06:42,mysql_database
780,592,4,2017-03-15,2017-03-17,2017-03-17,2,6,2025-11-24 02:06:42,mysql_database
781,1018,4,2017-03-15,2017-03-16,2017-03-17,2,6,2025-11-24 02:06:42,mysql_database
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,2025-11-24 02:06:42,mysql_database
783,1343,4,2017-03-16,2017-03-19,2017-03-17,1,2,2025-11-24 02:06:42,mysql_database
784,430,4,2017-03-16,2017-03-19,2017-03-19,2,7,2025-11-24 02:06:42,mysql_database
785,794,4,2017-03-18,2017-03-19,2017-03-20,1,2,2025-11-24 02:06:42,mysql_database
786,249,4,2017-03-18,2017-03-20,2017-03-19,2,6,2025-11-24 02:06:42,mysql_database
787,700,4,2017-03-18,2017-03-20,2017-03-19,3,9,2025-11-24 02:06:42,mysql_database
788,1363,4,2017-03-18,2017-03-20,2017-03-20,3,9,2025-11-24 02:06:42,mysql_database
789,772,4,2017-03-19,2017-03-20,2017-03-20,2,6,2025-11-24 02:06:42,mysql_database
790,1015,4,2017-03-19,2017-03-21,2017-03-22,2,7,2025-11-24 02:06:42,mysql_database
791,432,4,2017-03-20,2017-03-22,2017-03-23,2,6,2025-11-24 02:06:42,mysql_database
792,479,4,2017-03-22,2017-03-23,2017-03-24,2,6,2025-11-24 02:06:42,mysql_database
793,653,4,2017-03-23,2017-03-24,2017-03-24,2,6,2025-11-24 02:06:42,mysql_database
794,863,4,2017-03-23,2017-03-25,2017-03-24,2,7,2025-11-24 02:06:42,mysql_database
795,992,4,2017-03-23,2017-03-25,2017-03-26,2,7,2025-11-24 02:06:42,mysql_database
796,154,4,2017-03-23,2017-03-26,2017-03-25,3,9,2025-11-24 02:06:42,mysql_database
797,374,4,2017-03-24,2017-03-26,2017-03-26,2,7,2025-11-24 02:06:42,mysql_database
798,619,4,2017-03-26,2017-03-28,2017-03-29,1,3,2025-11-24 02:06:42,mysql_database
799,607,4,2017-03-27,2017-03-28,2017-03-29,1,3,2025-11-24 02:06:42,mysql_database
800,1057,4,2017-03-27,2017-03-29,2017-03-28,2,6,2025-11-24 02:06:42,mysql_database
801,78,4,2017-03-28,2017-03-29,2017-03-30,1,2,2025-11-24 02:06:42,mysql_database
802,340,4,2017-03-28,2017-03-29,2017-03-30,2,6,2025-11-24 02:06:42,mysql_database
803,1105,4,2017-03-28,2017-03-31,2017-03-30,3,8,2025-11-24 02:06:42,mysql_database
804,95,4,2017-03-29,2017-03-31,2017-03-30,2,6,2025-11-24 02:06:42,mysql_database
805,420,4,2017-03-29,2017-03-30,2017-04-01,2,6,2025-11-24 02:06:42,mysql_database
806,234,4,2017-03-30,2017-03-31,2017-03-31,2,7,2025-11-24 02:06:42,mysql_database
807,1148,4,2017-03-30,2017-04-01,2017-04-02,2,6,2025-11-24 02:06:42,mysql_database
808,315,4,2017-03-31,2017-04-02,2017-04-02,2,6,2025-11-24 02:06:42,mysql_database
809,1222,4,2017-03-31,2017-04-03,2017-04-03,2,7,2025-11-24 02:06:42,mysql_database
810,153,3,2017-04-01,2017-04-01,,3,8,2025-11-24 02:06:42,mysql_database
811,524,4,2017-04-01,2017-04-04,2017-04-04,2,7,2025-11-24 02:06:42,mysql_database
812,1164,4,2017-04-01,2017-04-02,2017-04-03,2,7,2025-11-24 02:06:42,mysql_database
813,1203,4,2017-04-01,2017-04-03,2017-04-02,3,9,2025-11-24 02:06:42,mysql_database
814,629,4,2017-04-02,2017-04-05,2017-04-03,2,7,2025-11-24 02:06:42,mysql_database
815,1251,4,2017-04-03,2017-04-05,2017-04-04,1,3,2025-11-24 02:06:42,mysql_database
816,811,4,2017-04-03,2017-04-05,2017-04-05,2,6,2025-11-24 02:06:42,mysql_database
817,301,4,2017-04-04,2017-04-05,2017-04-07,2,7,2025-11-24 02:06:42,mysql_database
818,1319,4,2017-04-04,2017-04-07,2017-04-07,2,6,2025-11-24 02:06:42,mysql_database
819,221,4,2017-04-04,2017-04-07,2017-04-05,3,9,2025-11-24 02:06:42,mysql_database
820,725,4,2017-04-05,2017-04-08,2017-04-07,2,7,2025-11-24 02:06:42,mysql_database
821,1181,4,2017-04-05,2017-04-07,2017-04-08,2,7,2025-11-24 02:06:42,mysql_database
822,294,4,2017-04-06,2017-04-08,2017-04-09,2,7,2025-11-24 02:06:42,mysql_database
823,415,4,2017-04-06,2017-04-07,2017-04-08,3,8,2025-11-24 02:06:42,mysql_database
824,993,4,2017-04-07,2017-04-09,2017-04-10,1,2,2025-11-24 02:06:42,mysql_database
825,10,4,2017-04-07,2017-04-08,2017-04-09,2,7,2025-11-24 02:06:42,mysql_database
826,45,4,2017-04-07,2017-04-10,2017-04-10,2,6,2025-11-24 02:06:42,mysql_database
827,666,4,2017-04-07,2017-04-10,2017-04-10,2,7,2025-11-24 02:06:42,mysql_database
828,246,4,2017-04-09,2017-04-10,2017-04-12,2,6,2025-11-24 02:06:42,mysql_database
829,674,4,2017-04-09,2017-04-10,2017-04-10,2,7,2025-11-24 02:06:42,mysql_database
830,431,4,2017-04-11,2017-04-14,2017-04-12,2,6,2025-11-24 02:06:42,mysql_database
831,1000,4,2017-04-11,2017-04-12,2017-04-12,2,7,2025-11-24 02:06:42,mysql_database
832,1215,4,2017-04-11,2017-04-12,2017-04-12,2,7,2025-11-24 02:06:42,mysql_database
833,406,4,2017-04-12,2017-04-14,2017-04-15,2,7,2025-11-24 02:06:42,mysql_database
