order_item_id,order_id,item_id,order_status,brand_id,customer_id,category_id,store_id,staff_id,product_id,required_date,shipped_date,order_date,region_id,latency_days,Late_Deliveries,Locality_Flag,quantity,list_price,local_price,discount,total_amount_US,total_amount_EG
2364,830,1,4,2,431,1,2,6,85,20170414,20170412.0,20170411,139,1.0,0,Non local,2,329.99,15664.08,0.2,132.0,6265.63
2365,830,2,4,1,431,1,2,6,100,20170414,20170412.0,20170411,139,1.0,0,Non local,2,489.99,23259.01,0.07,68.6,3256.26
2366,830,3,4,1,431,1,2,6,96,20170414,20170412.0,20170411,139,1.0,0,Non local,2,349.99,16613.44,0.2,140.0,6645.38
2367,831,1,4,7,1000,3,2,7,67,20170412,20170412.0,20170411,188,1.0,0,Non local,1,250.99,11914.08,0.2,50.2,2382.82
2368,831,2,4,8,1000,4,2,7,11,20170412,20170412.0,20170411,188,1.0,0,Non local,1,1680.99,79793.8,0.2,336.2,15958.76
2369,831,3,4,7,1000,3,2,7,68,20170412,20170412.0,20170411,188,1.0,0,Non local,1,449.99,21360.28,0.1,45.0,2136.03
2370,832,1,4,9,1215,7,2,7,54,20170412,20170412.0,20170411,50,1.0,0,Non local,1,3199.99,151898.2,0.05,160.0,7594.91
2371,832,2,4,2,1215,6,2,7,45,20170412,20170412.0,20170411,50,1.0,0,Non local,1,869.99,41296.98,0.2,174.0,8259.4
2372,832,3,4,8,1215,6,2,7,27,20170412,20170412.0,20170411,50,1.0,0,Non local,1,999.99,47467.86,0.07,70.0,3322.75
2373,832,4,4,1,1215,3,2,7,16,20170412,20170412.0,20170411,50,1.0,0,Non local,2,599.99,28480.53,0.1,120.0,5696.11
2374,833,1,4,1,406,3,2,7,20,20170414,20170415.0,20170412,162,3.0,1,Non local,2,599.99,28480.53,0.05,60.0,2848.05
2375,834,1,4,9,890,7,2,6,54,20170413,20170415.0,20170412,27,3.0,1,Non local,1,3199.99,151898.2,0.07,224.0,10632.87
2376,834,2,4,1,890,1,2,6,21,20170413,20170415.0,20170412,27,3.0,1,Non local,1,269.99,12815.98,0.05,13.5,640.8
2377,834,3,4,7,890,3,2,6,78,20170413,20170415.0,20170412,27,3.0,1,Non local,1,647.99,30759.01,0.2,129.6,6151.8
2378,835,1,4,7,940,3,1,2,65,20170415,20170414.0,20170413,37,1.0,0,Non local,2,346.99,16471.04,0.07,48.58,2305.95
2379,835,2,4,1,940,3,1,2,82,20170415,20170414.0,20170413,37,1.0,0,Non local,1,659.99,31328.63,0.2,132.0,6265.73
2380,835,3,4,5,940,6,1,2,2,20170415,20170414.0,20170413,37,1.0,0,Non local,1,749.99,35600.78,0.05,37.5,1780.04
2381,836,1,4,7,455,2,2,6,108,20170416,20170414.0,20170413,33,1.0,0,Non local,2,449.99,21360.28,0.2,180.0,8544.11
2382,837,1,4,9,948,7,2,7,51,20170416,20170414.0,20170413,145,1.0,0,Non local,1,6499.99,308543.7,0.05,325.0,15427.19
2383,837,2,4,1,948,1,2,7,97,20170416,20170414.0,20170413,145,1.0,0,Non local,1,349.99,16613.44,0.1,35.0,1661.34
2384,837,3,4,9,948,1,2,7,87,20170416,20170414.0,20170413,145,1.0,0,Non local,2,189.99,9018.51,0.2,76.0,3607.4
2385,838,1,4,8,1395,6,2,7,28,20170417,20170415.0,20170414,79,1.0,0,Non local,1,2499.99,118670.36,0.1,250.0,11867.04
2386,838,2,4,8,1395,4,2,7,10,20170417,20170415.0,20170414,79,1.0,0,Non local,1,1549.0,73528.45,0.1,154.9,7352.85
2387,838,3,4,1,1395,1,2,7,100,20170417,20170415.0,20170414,79,1.0,0,Non local,2,489.99,23259.01,0.05,49.0,2325.9
2388,838,4,4,7,1395,3,2,7,65,20170417,20170415.0,20170414,79,1.0,0,Non local,2,346.99,16471.04,0.07,48.58,2305.95
2389,839,1,4,9,1332,7,1,3,55,20170418,20170416.0,20170415,46,1.0,0,Non local,1,2699.99,128164.03,0.07,189.0,8971.48
2390,839,2,4,2,1332,1,1,3,85,20170418,20170416.0,20170415,46,1.0,0,Non local,1,329.99,15664.08,0.1,33.0,1566.41
2391,839,3,4,9,1332,7,1,3,58,20170418,20170416.0,20170415,46,1.0,0,Non local,2,4999.99,237341.2,0.05,500.0,23734.12
2392,840,1,4,8,372,6,2,6,27,20170416,20170416.0,20170415,158,1.0,0,Non local,1,999.99,47467.86,0.07,70.0,3322.75
2393,840,2,4,9,372,6,2,6,43,20170416,20170416.0,20170415,158,1.0,0,Non local,1,5299.99,251581.7,0.07,371.0,17610.72
2394,840,3,4,7,372,2,2,6,106,20170416,20170416.0,20170415,158,1.0,0,Non local,2,449.99,21360.28,0.2,180.0,8544.11
2395,841,1,4,1,428,1,2,7,22,20170418,20170417.0,20170415,165,2.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
2396,841,2,4,9,428,5,2,7,9,20170418,20170417.0,20170415,165,2.0,0,Non local,1,2999.99,142404.53,0.2,600.0,28480.91
2397,841,3,4,8,428,4,2,7,11,20170418,20170417.0,20170415,165,2.0,0,Non local,1,1680.99,79793.8,0.2,336.2,15958.76
2398,841,4,4,9,428,1,2,7,90,20170418,20170417.0,20170415,165,2.0,0,Non local,2,209.99,9967.88,0.07,29.4,1395.5
2399,841,5,4,1,428,1,2,7,100,20170418,20170417.0,20170415,165,2.0,0,Non local,1,489.99,23259.01,0.1,49.0,2325.9
2400,842,1,4,1,1133,3,2,6,81,20170418,20170416.0,20170415,104,1.0,0,Non local,2,1099.99,52214.69,0.07,154.0,7310.06
2401,842,2,4,9,1133,6,2,6,42,20170418,20170416.0,20170415,104,1.0,0,Non local,1,2299.99,109176.7,0.1,230.0,10917.67
2402,843,1,4,7,1059,3,2,7,72,20170417,20170419.0,20170416,21,3.0,1,Non local,1,619.99,29429.89,0.1,62.0,2942.99
2403,843,2,4,1,1059,3,2,7,75,20170417,20170419.0,20170416,21,3.0,1,Non local,2,599.99,28480.53,0.1,120.0,5696.11
2404,843,3,4,1,1059,3,2,7,81,20170417,20170419.0,20170416,21,3.0,1,Non local,1,1099.99,52214.69,0.1,110.0,5221.47
2405,843,4,4,1,1059,1,2,7,23,20170417,20170419.0,20170416,21,3.0,1,Non local,2,299.99,14240.03,0.07,42.0,1993.6
2406,844,1,4,7,1436,3,2,6,79,20170417,20170418.0,20170416,139,2.0,1,Non local,2,402.99,19129.26,0.07,56.42,2678.1
2407,844,2,4,1,1436,3,2,6,12,20170417,20170418.0,20170416,139,2.0,1,Non local,1,549.99,26107.11,0.1,55.0,2610.71
2408,844,3,4,9,1436,1,2,6,83,20170417,20170418.0,20170416,139,2.0,1,Non local,2,149.99,7119.78,0.2,60.0,2847.91
2409,844,4,4,9,1436,7,2,6,48,20170417,20170418.0,20170416,139,2.0,1,Non local,1,1499.99,71202.03,0.2,300.0,14240.41
2410,844,5,4,9,1436,4,2,6,63,20170417,20170418.0,20170416,139,2.0,1,Non local,2,3499.99,166138.7,0.05,350.0,16613.87
2411,845,1,4,1,662,3,2,7,16,20170418,20170418.0,20170417,17,1.0,0,Non local,2,599.99,28480.53,0.2,240.0,11392.21
2412,845,2,4,1,662,3,2,7,75,20170418,20170418.0,20170417,17,1.0,0,Non local,1,599.99,28480.53,0.2,120.0,5696.11
2413,845,3,4,1,662,2,2,7,26,20170418,20170418.0,20170417,17,1.0,0,Non local,2,599.99,28480.53,0.05,60.0,2848.05
2414,845,4,4,7,662,3,2,7,73,20170418,20170418.0,20170417,17,1.0,0,Non local,2,749.99,35600.78,0.2,300.0,14240.31
2415,845,5,4,9,662,1,2,7,88,20170418,20170418.0,20170417,17,1.0,0,Non local,1,189.99,9018.51,0.05,9.5,450.93
2416,846,1,4,2,715,6,2,6,46,20170419,20170419.0,20170417,26,2.0,0,Non local,2,1409.99,66929.88,0.05,141.0,6692.99
2417,846,2,4,9,715,6,2,6,47,20170419,20170419.0,20170417,26,2.0,0,Non local,1,5299.99,251581.7,0.07,371.0,17610.72
2418,846,3,4,7,715,3,2,6,71,20170419,20170419.0,20170417,26,2.0,0,Non local,1,416.99,19793.82,0.1,41.7,1979.38
2419,846,4,4,7,715,3,2,6,72,20170419,20170419.0,20170417,26,2.0,0,Non local,2,619.99,29429.89,0.05,62.0,2942.99
2420,846,5,4,7,715,2,2,6,103,20170419,20170419.0,20170417,26,2.0,0,Non local,2,551.99,26202.05,0.07,77.28,3668.29
2421,847,1,4,9,329,5,2,7,61,20170419,20170419.0,20170418,97,1.0,0,Non local,2,4999.99,237341.2,0.05,500.0,23734.12
2422,848,1,4,2,597,1,2,7,93,20170420,20170420.0,20170418,34,2.0,0,Non local,1,209.99,9967.88,0.07,14.7,697.75
2423,848,2,4,1,597,1,2,7,100,20170420,20170420.0,20170418,34,2.0,0,Non local,2,489.99,23259.01,0.2,196.0,9303.6
2424,848,3,4,9,597,1,2,7,88,20170420,20170420.0,20170418,34,2.0,0,Non local,2,189.99,9018.51,0.2,76.0,3607.4
2425,848,4,4,2,597,6,2,7,41,20170420,20170420.0,20170418,34,2.0,0,Non local,2,1469.99,69777.98,0.07,205.8,9768.92
2426,849,1,4,7,776,2,1,2,109,20170420,20170421.0,20170419,59,2.0,1,Non local,1,416.99,19793.82,0.2,83.4,3958.76
2427,850,1,4,1,1346,1,1,3,101,20170422,20170422.0,20170419,182,3.0,0,Non local,2,339.99,16138.76,0.07,47.6,2259.43
2428,850,2,4,3,1346,6,1,3,5,20170422,20170422.0,20170419,182,3.0,0,Non local,2,1320.99,62705.2,0.07,184.94,8778.73
2429,850,3,4,2,1346,6,1,3,37,20170422,20170422.0,20170419,182,3.0,0,Non local,1,379.99,18037.49,0.07,26.6,1262.62
2430,851,1,4,8,1139,6,2,6,30,20170421,20170422.0,20170420,152,2.0,1,Non local,1,999.99,47467.86,0.2,200.0,9493.57
2431,851,2,4,2,1139,1,2,6,93,20170421,20170422.0,20170420,152,2.0,1,Non local,1,209.99,9967.88,0.05,10.5,498.39
2432,852,1,4,2,13,6,3,9,46,20170423,20170422.0,20170421,13,1.0,0,Non local,2,1409.99,66929.88,0.07,197.4,9370.18
2433,853,1,4,1,883,1,3,8,99,20170424,20170424.0,20170421,135,3.0,0,Non local,1,299.99,14240.03,0.05,15.0,712.0
2434,853,2,4,9,883,7,3,8,58,20170424,20170424.0,20170421,135,3.0,0,Non local,2,4999.99,237341.2,0.2,2000.0,94936.48
2435,853,3,4,9,883,6,3,8,42,20170424,20170424.0,20170421,135,3.0,0,Non local,2,2299.99,109176.7,0.2,920.0,43670.68
2436,853,4,4,2,883,6,3,8,45,20170424,20170424.0,20170421,135,3.0,0,Non local,1,869.99,41296.98,0.2,174.0,8259.4
2437,853,5,4,8,883,6,3,8,6,20170424,20170424.0,20170421,135,3.0,0,Non local,1,469.99,22309.64,0.05,23.5,1115.48
2438,854,1,4,9,177,1,2,6,87,20170425,20170423.0,20170422,34,1.0,0,Non local,1,189.99,9018.51,0.1,19.0,901.85
2439,855,1,4,4,775,3,2,6,18,20170423,20170425.0,20170422,126,3.0,1,Non local,1,449.0,21313.28,0.1,44.9,2131.33
2440,855,2,4,2,775,1,2,6,93,20170423,20170425.0,20170422,126,3.0,1,Non local,2,209.99,9967.88,0.2,84.0,3987.15
2441,855,3,4,9,775,1,2,6,89,20170423,20170425.0,20170422,126,3.0,1,Non local,1,209.99,9967.88,0.2,42.0,1993.58
2442,856,1,4,2,477,6,2,6,38,20170425,20170426.0,20170423,139,3.0,1,Non local,2,549.99,26107.11,0.05,55.0,2610.71
2443,857,1,4,9,1402,6,2,7,29,20170425,20170426.0,20170424,161,2.0,1,Non local,1,999.99,47467.86,0.2,200.0,9493.57
2444,858,1,4,2,162,6,2,6,45,20170427,20170428.0,20170425,90,3.0,1,Non local,2,869.99,41296.98,0.2,348.0,16518.79
2445,858,2,4,3,162,6,2,6,5,20170427,20170428.0,20170425,90,3.0,1,Non local,1,1320.99,62705.2,0.2,264.2,12541.04
2446,858,3,4,1,162,3,2,6,14,20170427,20170428.0,20170425,90,3.0,1,Non local,1,269.99,12815.98,0.07,18.9,897.12
2447,858,4,4,7,162,3,2,6,73,20170427,20170428.0,20170425,90,3.0,1,Non local,2,749.99,35600.78,0.07,105.0,4984.11
2448,859,1,4,2,644,6,2,6,38,20170426,20170426.0,20170425,65,1.0,0,Non local,2,549.99,26107.11,0.07,77.0,3655.0
2449,859,2,4,1,644,3,2,6,13,20170426,20170426.0,20170425,65,1.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
2450,859,3,4,1,644,3,2,6,14,20170426,20170426.0,20170425,65,1.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
2451,859,4,4,7,644,3,2,6,71,20170426,20170426.0,20170425,65,1.0,0,Non local,2,416.99,19793.82,0.1,83.4,3958.76
2452,859,5,4,8,644,6,2,6,36,20170426,20170426.0,20170425,65,1.0,0,Non local,2,832.99,39540.65,0.1,166.6,7908.13
2453,860,1,4,8,473,6,2,7,6,20170429,20170428.0,20170427,63,1.0,0,local,1,469.99,22309.64,0.05,23.5,1115.48
2454,860,2,4,1,473,2,2,7,24,20170429,20170428.0,20170427,63,1.0,0,local,2,549.99,26107.11,0.2,220.0,10442.84
2455,860,3,4,1,473,2,2,7,25,20170429,20170428.0,20170427,63,1.0,0,local,1,499.99,23733.69,0.2,100.0,4746.74
2456,860,4,4,9,473,7,2,7,58,20170429,20170428.0,20170427,63,1.0,0,local,2,4999.99,237341.2,0.07,700.0,33227.77
2457,860,5,4,1,473,1,2,7,95,20170429,20170428.0,20170427,63,1.0,0,local,2,299.99,14240.03,0.05,30.0,1424.0
2458,861,1,4,1,1177,3,2,7,14,20170429,20170430.0,20170427,144,3.0,1,Non local,2,269.99,12815.98,0.07,37.8,1794.24
2459,861,2,4,9,1177,4,2,7,62,20170429,20170430.0,20170427,144,3.0,1,Non local,1,3499.99,166138.7,0.2,700.0,33227.74
2460,862,1,4,2,1230,1,3,8,85,20170430,20170429.0,20170427,54,2.0,0,Non local,1,329.99,15664.08,0.05,16.5,783.2
2461,862,2,4,1,1230,1,3,8,99,20170430,20170429.0,20170427,54,2.0,0,Non local,1,299.99,14240.03,0.2,60.0,2848.01
2462,862,3,4,9,1230,7,3,8,49,20170430,20170429.0,20170427,54,2.0,0,Non local,2,3499.99,166138.7,0.07,490.0,23259.42
2463,863,1,4,2,446,1,2,7,93,20170430,20170501.0,20170428,167,3.0,1,Non local,2,209.99,9967.88,0.1,42.0,1993.58
2464,864,1,4,2,902,6,2,6,37,20170430,20170429.0,20170428,67,1.0,0,Non local,1,379.99,18037.49,0.1,38.0,1803.75
2465,864,2,4,7,902,3,2,6,65,20170430,20170429.0,20170428,67,1.0,0,Non local,2,346.99,16471.04,0.05,34.7,1647.1
2466,864,3,4,1,902,3,2,6,13,20170430,20170429.0,20170428,67,1.0,0,Non local,1,269.99,12815.98,0.2,54.0,2563.2
2467,865,1,4,7,974,2,2,6,109,20170502,20170501.0,20170429,35,2.0,0,Non local,2,416.99,19793.82,0.1,83.4,3958.76
2468,865,2,4,9,974,6,2,6,34,20170502,20170501.0,20170429,35,2.0,0,Non local,1,469.99,22309.64,0.05,23.5,1115.48
2469,866,1,4,9,1410,1,2,6,88,20170430,20170501.0,20170429,166,2.0,1,Non local,1,189.99,9018.51,0.2,38.0,1803.7
2470,866,2,4,7,1410,3,2,6,67,20170430,20170501.0,20170429,166,2.0,1,Non local,2,250.99,11914.08,0.07,35.14,1667.97
2471,866,3,4,7,1410,3,2,6,80,20170430,20170501.0,20170429,166,2.0,1,Non local,1,761.99,36170.4,0.07,53.34,2531.93
2472,866,4,4,1,1410,3,2,6,13,20170430,20170501.0,20170429,166,2.0,1,Non local,2,269.99,12815.98,0.07,37.8,1794.24
2473,867,1,4,1,97,1,1,3,101,20170503,20170502.0,20170501,76,1.0,0,Non local,1,339.99,16138.76,0.05,17.0,806.94
2474,868,1,4,2,868,6,1,3,46,20170504,20170502.0,20170501,82,1.0,0,Non local,1,1409.99,66929.88,0.07,98.7,4685.09
2475,869,1,4,9,844,6,2,7,7,20170504,20170502.0,20170501,107,1.0,0,Non local,1,3999.99,189872.87,0.2,800.0,37974.57
2476,869,2,4,7,844,2,2,7,106,20170504,20170502.0,20170501,107,1.0,0,Non local,2,449.99,21360.28,0.05,45.0,2136.03
2477,869,3,4,8,844,6,2,7,33,20170504,20170502.0,20170501,107,1.0,0,Non local,1,469.99,22309.64,0.05,23.5,1115.48
2478,869,4,4,9,844,7,2,7,55,20170504,20170502.0,20170501,107,1.0,0,Non local,2,2699.99,128164.03,0.05,270.0,12816.4
2479,869,5,4,7,844,3,2,7,65,20170504,20170502.0,20170501,107,1.0,0,Non local,2,346.99,16471.04,0.2,138.8,6588.42
2480,870,1,4,9,1416,4,2,6,63,20170504,20170502.0,20170501,35,1.0,0,Non local,1,3499.99,166138.7,0.07,245.0,11629.71
2481,871,1,4,7,358,2,2,7,106,20170504,20170503.0,20170502,153,1.0,0,Non local,1,449.99,21360.28,0.2,90.0,4272.06
2482,871,2,4,2,358,6,2,7,38,20170504,20170503.0,20170502,153,1.0,0,Non local,1,549.99,26107.11,0.1,55.0,2610.71
2483,871,3,4,8,358,6,2,7,30,20170504,20170503.0,20170502,153,1.0,0,Non local,2,999.99,47467.86,0.2,400.0,18987.14
2484,871,4,4,7,358,2,2,7,107,20170504,20170503.0,20170502,153,1.0,0,Non local,2,416.99,19793.82,0.05,41.7,1979.38
2485,872,1,4,9,394,4,1,3,62,20170506,20170506.0,20170503,59,3.0,0,Non local,2,3499.99,166138.7,0.07,490.0,23259.42
2486,872,2,4,8,394,7,1,3,53,20170506,20170506.0,20170503,59,3.0,0,Non local,1,749.99,35600.78,0.1,75.0,3560.08
2487,873,1,4,9,829,6,2,7,32,20170505,20170505.0,20170503,91,2.0,0,Non local,2,469.99,22309.64,0.1,94.0,4461.93
2488,874,1,4,9,661,7,2,7,56,20170505,20170506.0,20170504,10,2.0,1,Non local,1,5499.99,261075.37,0.05,275.0,13053.77
2489,874,2,4,8,661,6,2,7,27,20170505,20170506.0,20170504,10,2.0,1,Non local,2,999.99,47467.86,0.05,100.0,4746.79
2490,874,3,4,7,661,3,2,7,73,20170505,20170506.0,20170504,10,2.0,1,Non local,1,749.99,35600.78,0.1,75.0,3560.08
2491,874,4,4,1,661,3,2,7,77,20170505,20170506.0,20170504,10,2.0,1,Non local,2,799.99,37974.19,0.07,112.0,5316.39
2492,875,1,4,3,386,6,1,3,5,20170506,20170508.0,20170505,69,3.0,1,Non local,2,1320.99,62705.2,0.1,264.2,12541.04
2493,875,2,4,1,386,3,1,3,15,20170506,20170508.0,20170505,69,3.0,1,Non local,2,529.99,25157.74,0.05,53.0,2515.77
2494,875,3,4,1,386,3,1,3,14,20170506,20170508.0,20170505,69,3.0,1,Non local,1,269.99,12815.98,0.07,18.9,897.12
2495,875,4,4,7,386,2,1,3,111,20170506,20170508.0,20170505,69,3.0,1,Non local,1,470.99,22357.11,0.2,94.2,4471.42
2496,876,1,4,4,1046,3,2,7,17,20170508,20170506.0,20170505,18,1.0,0,Non local,2,429.0,20363.92,0.2,171.6,8145.57
2497,876,2,4,7,1046,3,2,7,66,20170508,20170506.0,20170505,18,1.0,0,Non local,2,250.99,11914.08,0.2,100.4,4765.63
2498,876,3,4,1,1046,1,2,7,96,20170508,20170506.0,20170505,18,1.0,0,Non local,1,349.99,16613.44,0.07,24.5,1162.94
2499,876,4,4,7,1046,2,2,7,107,20170508,20170506.0,20170505,18,1.0,0,Non local,2,416.99,19793.82,0.05,41.7,1979.38
2500,877,1,4,7,784,3,2,6,73,20170507,20170508.0,20170506,117,2.0,1,Non local,1,749.99,35600.78,0.07,52.5,2492.05
2501,877,2,4,7,784,2,2,6,103,20170507,20170508.0,20170506,117,2.0,1,Non local,1,551.99,26202.05,0.1,55.2,2620.2
2502,878,1,4,7,224,2,1,3,103,20170510,20170509.0,20170507,127,2.0,0,Non local,1,551.99,26202.05,0.2,110.4,5240.41
2503,878,2,4,1,224,3,1,3,13,20170510,20170509.0,20170507,127,2.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
2504,878,3,4,8,224,6,1,3,6,20170510,20170509.0,20170507,127,2.0,0,Non local,2,469.99,22309.64,0.2,188.0,8923.86
2505,878,4,4,4,224,3,1,3,18,20170510,20170509.0,20170507,127,2.0,0,Non local,2,449.0,21313.28,0.05,44.9,2131.33
2506,879,1,4,1,214,1,2,7,100,20170509,20170509.0,20170508,60,1.0,0,Non local,2,489.99,23259.01,0.2,196.0,9303.6
2507,879,2,4,5,214,6,2,7,2,20170509,20170509.0,20170508,60,1.0,0,Non local,2,749.99,35600.78,0.07,105.0,4984.11
2508,879,3,4,9,214,1,2,7,83,20170509,20170509.0,20170508,60,1.0,0,Non local,2,149.99,7119.78,0.2,60.0,2847.91
2509,879,4,4,1,214,3,2,7,82,20170509,20170509.0,20170508,60,1.0,0,Non local,1,659.99,31328.63,0.07,46.2,2193.0
2510,880,1,4,8,1206,6,2,6,28,20170511,20170510.0,20170508,22,2.0,0,Non local,2,2499.99,118670.36,0.2,1000.0,47468.15
2511,880,2,4,1,1206,1,2,6,95,20170511,20170510.0,20170508,22,2.0,0,Non local,1,299.99,14240.03,0.1,30.0,1424.0
2512,880,3,4,3,1206,6,2,6,5,20170511,20170510.0,20170508,22,2.0,0,Non local,1,1320.99,62705.2,0.07,92.47,4389.36
2513,880,4,4,1,1206,2,2,6,26,20170511,20170510.0,20170508,22,2.0,0,Non local,1,599.99,28480.53,0.1,60.0,2848.05
2514,880,5,4,7,1206,3,2,6,66,20170511,20170510.0,20170508,22,2.0,0,Non local,1,250.99,11914.08,0.2,50.2,2382.82
2515,881,1,4,1,1024,1,3,9,98,20170511,20170511.0,20170508,135,3.0,0,Non local,1,489.99,23259.01,0.07,34.3,1628.13
2516,881,2,4,9,1024,7,3,9,50,20170511,20170511.0,20170508,135,3.0,0,Non local,1,5999.99,284809.54,0.2,1200.0,56961.91
2517,881,3,4,1,1024,3,3,9,64,20170511,20170511.0,20170508,135,3.0,0,Non local,2,489.99,23259.01,0.05,49.0,2325.9
2518,881,4,4,7,1024,3,3,9,67,20170511,20170511.0,20170508,135,3.0,0,Non local,1,250.99,11914.08,0.1,25.1,1191.41
2519,882,1,4,9,196,4,2,6,63,20170512,20170510.0,20170509,60,1.0,0,Non local,2,3499.99,166138.7,0.07,490.0,23259.42
2520,882,2,4,7,196,2,2,6,108,20170512,20170510.0,20170509,60,1.0,0,Non local,2,449.99,21360.28,0.2,180.0,8544.11
2521,882,3,4,9,196,7,2,6,57,20170512,20170510.0,20170509,60,1.0,0,Non local,2,1999.99,94936.2,0.07,280.0,13291.07
2522,883,1,4,2,507,6,2,6,44,20170513,20170514.0,20170511,98,3.0,1,Non local,1,539.99,25632.43,0.05,27.0,1281.62
2523,883,2,4,3,507,6,2,6,5,20170513,20170514.0,20170511,98,3.0,1,Non local,2,1320.99,62705.2,0.05,132.1,6270.52
2524,884,1,4,9,871,7,2,7,49,20170513,20170512.0,20170511,116,1.0,0,Non local,2,3499.99,166138.7,0.05,350.0,16613.87
2525,884,2,4,7,871,3,2,7,69,20170513,20170512.0,20170511,116,1.0,0,Non local,2,416.99,19793.82,0.07,58.38,2771.13
2526,884,3,4,2,871,6,2,7,46,20170513,20170512.0,20170511,116,1.0,0,Non local,2,1409.99,66929.88,0.2,564.0,26771.95
2527,884,4,4,8,871,4,2,7,10,20170513,20170512.0,20170511,116,1.0,0,Non local,1,1549.0,73528.45,0.1,154.9,7352.85
2528,884,5,4,1,871,1,2,7,21,20170513,20170512.0,20170511,116,1.0,0,Non local,2,269.99,12815.98,0.05,27.0,1281.6
2529,885,1,3,7,66,2,3,8,106,20170513,,20170513,56,,0,Non local,1,449.99,21360.28,0.07,31.5,1495.22
2530,885,2,3,9,66,6,3,8,43,20170513,,20170513,56,,0,Non local,1,5299.99,251581.7,0.1,530.0,25158.17
2531,886,1,4,9,1396,6,1,2,47,20170514,20170515.0,20170513,83,2.0,1,Non local,1,5299.99,251581.7,0.05,265.0,12579.09
2532,886,2,4,8,1396,6,1,2,30,20170514,20170515.0,20170513,83,2.0,1,Non local,1,999.99,47467.86,0.05,50.0,2373.39
2533,887,1,4,9,1195,7,2,6,50,20170515,20170515.0,20170513,7,2.0,0,Non local,2,5999.99,284809.54,0.05,600.0,28480.95
2534,887,2,4,1,1195,3,2,6,70,20170515,20170515.0,20170513,7,2.0,0,Non local,1,659.99,31328.63,0.1,66.0,3132.86
2535,888,1,4,8,1038,6,2,7,33,20170516,20170516.0,20170514,151,2.0,0,Non local,2,469.99,22309.64,0.1,94.0,4461.93
2536,888,2,4,1,1038,2,2,7,26,20170516,20170516.0,20170514,151,2.0,0,Non local,2,599.99,28480.53,0.2,240.0,11392.21
2537,889,1,4,1,830,3,3,8,12,20170517,20170515.0,20170514,191,1.0,0,Non local,2,549.99,26107.11,0.1,110.0,5221.42
2538,890,1,4,1,171,3,2,6,16,20170518,20170518.0,20170515,4,3.0,0,Non local,2,599.99,28480.53,0.1,120.0,5696.11
2539,890,2,4,7,171,2,2,6,105,20170518,20170518.0,20170515,4,3.0,0,Non local,2,533.99,25347.62,0.1,106.8,5069.52
2540,890,3,4,8,171,7,2,6,52,20170518,20170518.0,20170515,4,3.0,0,Non local,1,875.99,41581.79,0.05,43.8,2079.09
2541,890,4,4,7,171,3,2,6,67,20170518,20170518.0,20170515,4,3.0,0,Non local,1,250.99,11914.08,0.1,25.1,1191.41
2542,890,5,4,7,171,3,2,6,65,20170518,20170518.0,20170515,4,3.0,0,Non local,2,346.99,16471.04,0.1,69.4,3294.21
2543,891,1,4,7,384,2,2,6,107,20170518,20170516.0,20170515,159,1.0,0,Non local,2,416.99,19793.82,0.1,83.4,3958.76
2544,891,2,4,9,384,6,2,6,32,20170518,20170516.0,20170515,159,1.0,0,Non local,1,469.99,22309.64,0.05,23.5,1115.48
2545,891,3,4,7,384,6,2,6,35,20170518,20170516.0,20170515,159,1.0,0,Non local,2,832.99,39540.65,0.1,166.6,7908.13
2546,891,4,4,9,384,7,2,6,50,20170518,20170516.0,20170515,159,1.0,0,Non local,1,5999.99,284809.54,0.1,600.0,28480.95
2547,892,1,4,8,651,6,2,7,36,20170518,20170517.0,20170515,158,2.0,0,Non local,1,832.99,39540.65,0.1,83.3,3954.06
2548,892,2,4,9,651,5,2,7,9,20170518,20170517.0,20170515,158,2.0,0,Non local,2,2999.99,142404.53,0.2,1200.0,56961.81
2549,892,3,4,9,651,7,2,7,50,20170518,20170517.0,20170515,158,2.0,0,Non local,2,5999.99,284809.54,0.07,840.0,39873.33
2550,892,4,4,9,651,1,2,7,88,20170518,20170517.0,20170515,158,2.0,0,Non local,1,189.99,9018.51,0.05,9.5,450.93
2551,893,1,4,7,1293,3,2,7,67,20170519,20170519.0,20170516,81,3.0,0,Non local,2,250.99,11914.08,0.05,25.1,1191.41
2552,893,2,4,2,1293,6,2,7,45,20170519,20170519.0,20170516,81,3.0,0,Non local,1,869.99,41296.98,0.07,60.9,2890.79
2553,894,1,4,1,1320,1,2,6,101,20170519,20170519.0,20170516,90,3.0,0,Non local,2,339.99,16138.76,0.2,136.0,6455.5
2554,895,1,4,7,857,2,2,6,106,20170521,20170519.0,20170518,116,1.0,0,Non local,1,449.99,21360.28,0.07,31.5,1495.22
2555,896,1,4,9,376,1,3,9,91,20170522,20170521.0,20170519,20,2.0,0,Non local,2,349.99,16613.44,0.05,35.0,1661.34
2556,896,2,4,8,376,4,3,9,10,20170522,20170521.0,20170519,20,2.0,0,Non local,1,1549.0,73528.45,0.05,77.45,3676.42
2557,897,1,4,7,47,2,1,2,105,20170521,20170521.0,20170520,43,1.0,0,Non local,1,533.99,25347.62,0.05,26.7,1267.38
